10935572,557,171,1398,7,1,14.8795,1.9101,0.9424,0.0486,0.1835,0.3525
16119337,383,9,564,10,0,1844.0366,0.0169,0.0197,1,0.0338,0.1408
16753788,30,91,527,0,0,0,0.0333,0,0.2333,0.2667,0.3
17640121,20,17,361,0,0,52.6,0.8,5.1,0.25,0.05,0.65
17656600,307,583,836,92,9,55.3987,2.3954,4.7941,0.3529,0.3497,1.2255
19230427,96,13,466,1,0,44.5729,1.0833,2.3229,0.1979,0.0313,0.6979
19951698,215,63,901,13,0,2262.487,0.3212,0.3161,0.4508,0.2539,0.601
20731719,441,18,1009,0,0,1.4633,0,0,0,0.9931,0.5069
21196037,78,130,484,0,3,33.6923,0.2949,5.9231,0,0.0385,0.0897
21375100,221,271,1199,7,5,471.0092,7.1651,7.8532,0.1881,0.0596,0.9128
21706899,1,5,549,0,0,0,0,0,0,0,0
25836383,647,547,1286,6,9,79.3505,0.0639,0.0935,0.0327,0.2835,0.5171
26778002,1513,492,2004,2,0,44.0763,1.795,4.3271,0.2104,0.5773,0.7823
27662686,54,28,577,3,0,0.0185,0.1111,0.0185,0.0185,0,0.8148
28843786,7,45,568,0,0,0.7143,0.2857,0.2857,0.5714,0.1429,0.4286
29940598,62,8,385,0,0,0.1129,0.0484,0,0.2258,0.1935,0.3226
30428221,575,76,847,14,1,277.3369,10.0705,19.6561,0.485,0.0476,0.8166
31776715,5,9,556,1,0,0,0,0,0,0,0.6
32179000,12,58,483,0,0,0.0833,0.0833,0,0,0.25,0.25
33438880,7,17,459,0,0,0,0,0,0,0,0.1429
33869550,2,16,344,3,1,727.5,24.5,217.5,0.5,0,1.5
34461690,1,14,582,0,0,0,0,0,0,0,0
34589722,1,11,589,0,0,0,0,0,0,0,1
34762630,29,66,798,0,0,0,0,0,0,0.1034,0.1034
35008954,349,5,538,12,0,2316.803,0,0,1.003,0.0152,0.0242
35959749,116,112,618,2,0,0.1638,0.0345,0.1207,0.0517,0.3448,0.3362
36299291,1470,67,711,4,0,8.4166,0.041,0.0274,0.0684,0.0958,0.21
36943266,58,12,681,4,0,446.7069,337.6379,119.8793,0.0345,0.0345,0.1897
37384589,656,57,693,597,0,7423.4353,0.493,1200.8128,0.897,0.624,1.4384
38021637,1,11,604,0,0,0,0,0,0,0,0
38520305,170,8,324,20,0,4682.9592,1.3946,944.034,0.8095,0.1088,0.3061
39321660,491,12,549,16,0,1162.2756,0,0,1.0321,0.0085,0.0256
39328305,90,109,425,0,0,14.8778,3.6111,2.6,0.6667,0.2222,0.7889
40010436,11,9,188,0,1,0,0.0909,0,0,0.8182,0.1818
42570158,17,55,1249,0,0,2.9412,0.4118,1.4118,0,0.2353,0.5294
44091292,30,18,535,1,0,0.0333,0,0,0.1,0.1667,0.0667
45107336,603,164,1153,7,0,389.403,12.9849,96.5719,0.2759,0.0686,0.4599
46071929,16,37,406,0,1,0,0.0625,0,0,0.0625,0.4375
46553408,4,3,593,0,0,0,0,0,0,0.75,0
47497854,1,8,1002,0,0,0,0,0,0,0,0
47722321,9,7,435,0,0,0,0,0,0,1,0
48336195,1,10,537,0,0,0,0,0,0,0,0
48364513,138,30,566,0,0,527.6739,93.7174,36.6522,0.0797,0.1594,0.6159
48638750,118,60,368,0,3,0.0169,0,0.0085,0,0.5508,0.0169
50055682,49,11,562,0,0,0,0,0,0,0,0.0612
50342870,1,6,585,0,0,0,0,0,0,0,0
50449844,157,27,475,3,0,0,0.0064,0.0064,0.0255,0.949,0.1592
50660716,58,11,565,12,0,18863.1389,2.9722,3761.2778,0.4444,0.0833,0.25
51184465,9,10,434,0,0,0,0,0,0,0.8889,0
52346698,4,4,565,0,1,0,0,0,0,1,0
54047372,1,3,519,0,0,0,0,0,0,0,0
54244742,141,169,735,0,2,25.6259,0.1727,0.8489,0.0791,0.1151,0.6691
55197144,1,7,942,0,0,0,0,0,0,1,0
55398486,29,14,1034,1,0,0,0,0,0.5385,0.3462,0.3462
55639200,11,3,337,0,0,0,0,0,0,0,0.0909
55825155,12,12,373,0,0,0,0,0,0,0,0.5
55962452,17,15,394,0,0,0,0,0.0588,0,0,0
56163699,2,7,576,0,0,0,0,0,0,0.5,0
56232036,119,15,412,0,0,247.3193,0.0084,0.0168,0.8655,0.042,0.042
56484656,23,31,593,0,0,1.2174,0.2174,0.0435,0,0.3043,0.8261
57475867,42,12,979,0,0,0,0,0,0.5238,0.7857,0.0714
57710065,91,6,449,0,0,871.4286,0.2088,0.2527,0,0.956,0.8681
57757511,13,17,469,3,0,168,4,2.3846,0.4615,0.0769,0.8462
58384179,8,7,350,0,0,0,0,0,0,0,0.25
58524901,1,5,502,0,0,422,0,0,2,0,1
59568791,11,6,305,0,0,0,0,0,0,0.9091,0
59989426,3239,129,606,1,1,23.8994,0.3268,1.4044,0.1397,0.0218,0.3726
60018650,21,11,326,0,0,0,0,0,0,0.0952,0.2381
60257479,48,10,547,11,0,4289.1351,0.6757,3656.8108,0.5405,0.0811,0.1622
60346119,203,203,836,0,0,0.064,0.0049,0,0.1576,0.0394,0.1034
60375971,11,6,449,0,0,0,0,0,0,1,0
61858165,10,5,298,0,0,0,0,0,0,1,0
62204600,93,21,345,0,1,4.4565,0.1413,0.0217,0.1304,0.0978,0.413
62969150,1,6,398,0,0,0,0,0,0,0,0
63417814,109,119,654,0,1,83.6204,0,0.3796,0.1574,0.0185,0.2778
63471589,12,7,538,0,0,0,0,0,0.9167,0.4167,0.8333
63478699,1,8,550,0,0,0,0,0,0,0,0
64110707,11,28,545,0,0,0.0909,0,0,0,0,0.4545
64891773,15,17,453,0,2,0,0,0,0,0,0.6
64968114,68,7,644,0,0,1516.3333,0.3175,0.6508,0.5238,0.746,1
65319316,1,13,598,0,0,0,0,0,0,0,0
66618364,17,14,558,1,0,0,0,0,0,0,0.1765
66618584,2,3,583,0,0,0,0,0,0,1,0
66984417,2471,114,965,2,1,0.0125,0.0032,0.0016,0.0016,0.6738,0.1076
67041122,1,8,577,0,0,0,0,0,0,1,0
67828913,1,2,578,0,0,0,0,0,0,0,0
67856562,9,8,473,26,0,0,0,0,0,0.8889,0.1111
67946273,6,8,528,0,0,0,0,0,0,0,0.6667
68524294,10,6,573,0,0,0,0,0,0,0.8,0.1
69137598,2,3,576,1,0,0,0,0,0,0,0
69406812,489,17,636,1,0,0.0838,0.184,0.0061,0.0675,0.5746,0.3211
69412978,245,176,1101,15,1,1.0449,0.2082,0.0286,0.0163,0.2163,0.3837
69763238,2,1,360,0,0,0,0,0,0,0,0
70277715,69,6,525,9,0,15428.54,2.72,2708.74,0.54,0.12,0.36
70468385,98,43,379,0,0,0,0,0,0,0.1531,0.0102
72024595,34,3,266,0,0,67.1765,0,0.0588,0,1,0.0294
72110028,1234,15,104,1150,0,7730.9384,0.2382,709.0134,0.9545,0.7217,1.5192
72186699,2188,131,791,0,1,0.0256,0.0037,0.0133,0.0005,0.1792,0.0105
72348749,136,54,674,1,0,1.2574,0.2206,0.0147,0.4706,0.2868,0.0882
72835654,871,101,501,0,3,1.6406,0.0861,0.4535,0.0746,0.0034,0.8485
72849399,2,7,555,0,1,0,0,0,0,0,0
73473444,149,125,449,0,1,0.3425,0,0.0274,0.0342,0.0959,0.7603
73766975,45,23,204,0,0,101.0667,1.7111,4.4667,0.0444,0.0889,0.8
75683534,6,26,444,0,0,0,0.1667,0,0,0.6667,0
75921800,2,11,957,0,0,0,0,0,0,0,0.5
76361849,126,47,547,9,2,1.3492,1.2143,2.2222,0.0079,0,0.4048
77243796,16,8,387,0,0,11.25,0.0625,0.8125,0,0.1875,0.375
77293750,25,14,443,0,1,0,0.12,0,0,0.04,0
77334182,14,17,366,0,0,5.5,0,0,0.1429,0.3571,0.7143
77350242,20,18,483,1,0,0,0,0,0.05,0,0.05
77413855,931,12,580,43,0,946.4851,0.2668,0.3716,1.0805,0.2558,0.4366
77443610,16,4,550,0,0,0,0,0,0.1875,1,0
77668831,6,8,975,0,0,0,0,0,0,0.8333,0.8333
78468090,2,15,701,0,0,0,0,0,0,0.5,0
79015296,68,9,652,0,0,1838.9254,0.4627,3.1493,0.2388,0.791,1.0149
79749293,14,12,554,1,0,0,0,0.0714,0,0,0.0714
79860976,8,4,415,0,0,0,0,0,0,0.875,0.125
80194139,29,7,524,0,0,0,0,0,0,0.931,0
80479674,29,19,255,1,0,0,0.1034,0.0345,0,0.5172,0.1034
82100136,42,22,495,1,1,6.2857,0,1.3095,0.1429,0.0476,0.3571
82122078,3,12,696,0,0,0,0,0.3333,0,0.6667,0
82487179,1408,208,866,138,0,157.2722,0.2456,1.7809,0.171,0.0914,0.6413
82529943,486,68,728,19,1,22.0309,3.786,5.2881,0.3745,0.0473,0.2613
82885728,573,14,227,530,0,7916.3239,0.4771,1462.0511,0.9754,0.6338,1.5757
83293188,1017,198,1045,217,2,237.6032,1.6354,19.2528,0.2397,0.283,0.6093
83697927,14,26,588,0,1,0,0,0,0,0,0.0714
83895093,28,4,612,0,0,1044.6429,0.5,0.6786,0.0357,0.9286,0.1071
84539426,8,3,336,1,0,93.875,8.75,6.875,0.125,0.25,1
87752806,3,3,593,0,0,0,0,0,0,0.3333,0.6667
88517573,373,57,450,3,1,0,0,0.0027,0,0.6586,0.0618
88563527,85,18,624,0,0,0.0118,0.0118,0,0.0235,0.6941,0.1647
88697962,5,5,1015,0,0,0,0,0,2.2,1,0
89225998,78,8,638,0,0,1840.8312,0.5455,7,0.5714,0.7922,1.1039
89963109,16,23,473,2,0,0,0,0,0,0.125,0.5
91067394,28,5,595,11,0,56028.8333,8.4167,11283.5,0.6667,0.1667,0.5
91350980,222,228,405,0,0,7.3919,0.1667,0.4279,0.045,0.009,0.3694
91781300,4795,490,736,14,0,44.8813,0.3635,0.0858,0.0544,0.0154,0.6976
92048929,6,4,301,0,0,0,0,0,0,0.6667,0
92767071,11,13,392,1,0,0,0,0,0,0.0909,0.9091
93225500,3,6,565,0,0,0,0,0,0,2,0
94244578,61,6,671,0,0,2073.8305,0.1695,0.5254,0.5932,0.8644,1.1017
94528740,11,25,1470,0,0,0,0,0,0,0,0
95602959,48,68,582,0,0,0.1064,0.0213,0,0.0426,0.0426,0.766
95695519,28,8,498,3,0,0.1071,0.2143,0.1429,0,0.1071,1.0714
95782748,21,4,616,0,0,1291.7619,0.4286,82.4286,0.0952,0.9048,0.1905
96487747,438,67,935,8,1,10.4688,0.3995,1.3834,0.1316,0.0092,0.8545
96730829,32,11,939,0,1,0,0,0,0,0,0
96871607,2,9,936,0,0,0,0,0,0,0.5,0
96882337,1742,60,704,0,0,1.0678,0,0.0017,0.0258,0.0029,0.463
96917059,1190,189,477,22,17,78.4109,0.0622,0.4176,0.0303,0.0059,1.0899
